client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585365.mp3	Президент України не може передавати свої повноваження іншим особам або органам.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585361.mp3	Ізраїль проводив гучну кампанію проти атомної програми Ірану.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585366.mp3	Вона тримає маленьку книгарню: більшість книжок - україномовні.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585389.mp3	На дні довгого яру блищать рядками ставочки в очеретах, в осоці, зеленіють левади.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585387.mp3	Утім, моє завдання якомога завуалювати цю доволі дивну історію.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585391.mp3	I все село аж ущухло вiд такої образи.	2	1	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585388.mp3	Умивати руки - ухилятися від відповідальності	2	1	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585400.mp3	Кілько світа, тілько і дива.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585398.mp3	Що таке історична забудова?	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585435.mp3	Давайте виключимо цей пункт і не будемо політизувати.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585431.mp3	Головне завдання фестивалю - сприяння розвитку молодого професійного кіно.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585432.mp3	Ніяка в світі сила нас не зламає, бо нас коріння наше в землі тримає	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585438.mp3	Так буде легше потім опрацьовувати.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585434.mp3	Абетковий вірш — своєрідна поетична форма, сконструйована за послідовністю літер в абетці.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585477.mp3	Ви нам сказали, шо Ви всіх зберете і ми з Вами приймемо цю дату.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585598.mp3	Супутні мінерали: рубін, шпінель, піроп, кварц, турмалін, циркон, хлорит, магнетит	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585601.mp3	Відповідно до цієї суми й нараховують обидва податки.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585600.mp3	Чуже горе в бік не коле.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585638.mp3	Що нам вдалося зробити?	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585635.mp3	«Додому» - український драматичний фільм, повнометражний режисерський дебют Нарімана Алієва.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585686.mp3	Він отримав забій головного мозку та впав у кому.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585687.mp3	Але непоодинокі випадки, коли ці прибори просто крадуть.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585688.mp3	Якщо експеримент удався, тут щось не те.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585690.mp3	Дякую, пане головуючий!	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585732.mp3	Один — про образи, а другий — про гарбузи.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585731.mp3	"Добре, з'ясуємо."	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585735.mp3	Тільки ми з вами можемо це зробити.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585758.mp3	Взяв чорт корову, най бере й теля.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585762.mp3	Кам’яна стіна праворуч від них зникла, відкрилася вузька пройма долини.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585759.mp3	Вмісними породами для алмазів є кімберліти і лампроїти	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585757.mp3	Президент України є главою держави і виступає від її імені.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585787.mp3	І на це вже є згода і буде профінансовано.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585831.mp3	В США загинув легендарний баскетболіст.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585830.mp3	Хто ще хоче виступити з заявою?	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21585833.mp3	Щастя з нещастям в однім возі їздять.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595519.mp3	Подвійні виплати на дитину під час трьохрічної «декретної відпустки».	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595516.mp3	Робить з писка халяву.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595525.mp3	Цю процедуру, до речі, всупереч вимогам законодавства, закарпатські лісівники ігнорують.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595526.mp3	Було вже не холодно, а душно, хоч знизу тягнуло вогкiстю.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595517.mp3	Незалежність і недоторканність судді гарантуються Конституцією і законами України.	2	1	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595564.mp3	Для цього треба розробити прозору інфраструктуру інвестицій із залученням громади.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595563.mp3	Почесного «Скіфського оленя» отримав Крістофер Ламберт «За внесок у світовий кінематограф».	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595581.mp3	Це головне!	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595585.mp3	Лежачого хліба ніде нема	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595592.mp3	Ліфт – вид транспорту, який використовується для вертикального переміщення.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595603.mp3	Пильнуй слововжиток свій, бо не знаєш, де знайде тебе непозбувна бентега.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595591.mp3	І я бачив — нема чоловікові кращого, як ділам своїм радіти, бо це доля його!	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595607.mp3	Але в альтанцi рiвно бубонiв хтось - не почули.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595606.mp3	І малий комар великого коня до крові кусає.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595604.mp3	Квашена капуста найкраща закуска!	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595619.mp3	Часом такого змiсту, що пересказать його зовсiм неможливо.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595622.mp3	Як ти до того приходиш?	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595639.mp3	Гітлерова колонізація передбачала голодну смерть і депортацію десятків мільйонів людей.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595638.mp3	Дівчино, не треба так наполегливо годувати бегемота морозивом, у нього голова з іншого боку	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595641.mp3	Адже лаятися і вживати міцне слівце українською теж треба красиво	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595640.mp3	І ця фраза означає тільки те, що було проведене відповідне опитування.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595642.mp3	Я висловлюю просто позицію нашої фракції.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595627.mp3	Сапфір – мінерал класу оксидів, різновид прозорого ювелірного корунду синього кольору	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595653.mp3	Тепер картина стала повністю зрозумілою.	2	1	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595654.mp3	Однак вiн не став пити.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595656.mp3	Врятувати культурну спадщину вважають за необхідне.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595655.mp3	Спрагу допоможуть втамувати морси, зелений чай без цукру, компоти та вода з лимоном.	2	0	thirties	male		uk	
b41efb46205bb93d6cc3807a7bca8dcfd32f79cec467a08b6797ae86acf11c9772b36dd9138c206f6086f3d1f4d9db922f2f9e24498819c56b42dd79792332e5	common_voice_uk_21595657.mp3	Агат – мінерал, смугастий або плямистий, концентрично-зональний різновид халцедону	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565226.mp3	І наостанок, ви вірите, що з корупційного зерна може вирости чесний чиновник?	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565221.mp3	Тепер голосуємо.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565229.mp3	Яким чином це відбувається?	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565223.mp3	Це перша ластівка.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565444.mp3	Демон проти демона не свідчить, вовк вовчого м’яса не їсть.	2	1	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565451.mp3	Вкраїна- це море, Воно червоне, Хто сам – потоне, в гурті – переборе	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565447.mp3	Підлітковий вік – це час, коли дитина переживає значні зміни.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565446.mp3	Колір бурштину медово-жовтий, коричневий, білий, бурий	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565554.mp3	У людей є дві улюблені іграшки: власна доля і чужі почуття.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565552.mp3	Життя не кінчається смертю, якщо залишається сад	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565553.mp3	Ще одна причина — набридлі вівсяна каша, хай там що кажуть англійці, та яєчня.	2	1	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565603.mp3	Пішки через зруйновані війною країни він іде з Польщі аж до Києва.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565700.mp3	Саме тому ми вирішили робити перші кроки до українізації поступово та заздалегідь.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565702.mp3	Шановний пане доповідачу!	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565701.mp3	Як очі не бачать, то серце не плаче.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565705.mp3	Враховано, чи не враховано?	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565802.mp3	У Щасливцевому зводиться будівельний гіпермаркет – закономірна реакція на нинішній бум будівництва.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565807.mp3	Подорожнiй щось робив iдучи: витирався чи сякався безперестанку.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565806.mp3	Над стрічкою працював тандем двох режисерів.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565893.mp3	Я знав, що вночi, кожний яр видається глибшим, нiж є в дiйсностi.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565891.mp3	Запущена на орбіту Тесла була знайдена в Києві з литовськими номерами.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565930.mp3	З таким режимом і якістю харчування можна неминуче отримати виразку шлунку	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565933.mp3	Ми були колегами, він працював на тому ж поверсі, що і я.	2	1	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565935.mp3	На снiгу напiвлежав дядько i снiгом мочив собi нiс.	2	0	thirties	male		uk	
ba489d7a9fd7976c28d73ae6db65c62e51e9f377468f543637793497ec5da843d76d791c2daf8280edec4e6b278f1037b46bc606b45a274f0351b3b6098e5958	common_voice_uk_21565932.mp3	Цього достатньо для того, щоб прийняти два рішення.	2	1	thirties	male		uk	
